comment_text,author,votes,time,predicted_emotion,confidence
Mong anh ra thử thách sinh tồn 1 người. Qua 1 ngày được thưởng 1tr chẳng hạn.,@nerua9032,0,2 tháng trước,Sadness,0.8876148462295532
"Tem ngoài thôi chứ Team Lâm thì Toàn ăn sẵn, vs chơi thôi chứ chả biết sinh tồn gì hết. Đi góp cho có đông vui thôi.",@Maychieugiaresg,0,2 tháng trước,Sadness,0.4052206575870514
Khéo mấy tập sau có bình trại team của phd vì mấy video gần đây ko thấy bình xuất hiện trong team bảo bình đi làm thử thách một thời gian ko biết thật ko,@AnhNguyễn-w4b1n,0,2 tháng trước,Disgust,0.28479713201522827
Mấy con gà công nghiệp. Tôi đi rừng sống 7-10 ngày ko thức ăn thì rất bt.,@trijone8874,0,2 tháng trước,Sadness,0.8779585957527161
cảm thấy chất lượng kém quá,@hoangyen9687,0,2 tháng trước,Disgust,0.517039954662323
Mời sang vlog mới dữ,@TanPham-fu9su,0,2 tháng trước,Disgust,0.5357821583747864
Ngoài thằng vũ trụ ra thì mấy thằng kia chán vl,@AngelNumber90,0,2 tháng trước,Disgust,0.6129114627838135
thú zị,@kunotora4485,0,2 tháng trước,Disgust,0.498405784368515
Thích nhất ah lâm làm video sinh tồn giống vậy... Vì lần đầu mik biết ah lâm thấy ổng làm video sinh tồn ở.bụi chuối ..tuy là kênh ah lâm bh đã lớn ..nhưng mik vẫn thik xem mấy video sinh tồn cũ hơn .. 😅 ý kiến riêng,@HiềnHuỳnhVăn-z9v,0,2 tháng trước,Sadness,0.39869028329849243
Vẫn non lắm 😅,@inhxuanhuy4415,0,2 tháng trước,Sadness,0.3537404537200928
Thi thố gì nữa….mới thấy vũ trụ thôi biết ngay kết quả😂 tìm nấy kênh làm về sinh tồn mà mời…nó mới gây cấn và ngang tài…chứ làm clip này thiệt chẳng có gì cuốn. Vì ko cân xứng…ý kiến riêng ai thấy đúng thì like,@ChienNguyen-e4m,0,2 tháng trước,Sadness,0.2791546583175659
"Ko mua áo chơi đc ko a lăm ,ko cần phần thưởng",@giangvlog2053,0,2 tháng trước,Sadness,0.37531188130378723
"Ở sát bờ suối rất nguy hiểm 
Mưa lớn dồn dập nguy cơ lũ quét. Ù một phát không tránh kịp",@nhachoaremixtonghop6444,0,2 tháng trước,Fear,0.5828633904457092
Toan mấy thg làm biến đi sinh tồn. Làm cái chỗ trú ẩn cũng chẳng ra cái trò hề gì,@sangnguyen6060,0,2 tháng trước,Disgust,0.7266207337379456
.,@kyBun-u1p,0,2 tháng trước,Sadness,0.584265947341919
Sinh tồn trong nhóm này vủ trụ vlog là tháy ok rồi,@XuyênNguyễn-o9h9w,0,2 tháng trước,Disgust,0.522297739982605
Suối thiếu gì cá lóc vay xanh lấy tép móc dô lử câu dính liền thiếu gì cá,@Duyanem-os7jg,0,2 tháng trước,Disgust,0.6085971593856812
Trời ơi huyện tui ở😂❤❤,@NhuQuynh-y3t3g,0,2 tháng trước,Sadness,0.4726914167404175
neu moi nguoi chua biet ong vu tru la mot youtobe lam ve sinh ton,@gjjgghkk1345,0,2 tháng trước,Sadness,0.5257184505462646
😂 sau cân nỗi anh vttru vlog😂,@haubostv3359,0,2 tháng trước,Sadness,0.5238838195800781
"Không có tí kỹ năng sinh tồn cũng muốn tham gia, trừ Ô Vũ trụ",@kichieu3278,0,2 tháng trước,Disgust,0.4590955674648285
Ai nghe tiếng robolox ko,@Huy-f8o6k,0,2 tháng trước,Sadness,0.7772860527038574
nhìn cách sinh tồn quá chán như trẻ con nhung nhúc. cho mình 1 con dao 1 bật lửa là sống mới ngày trong rừng,@tungluong-f7b,0,2 tháng trước,Sadness,0.36998552083969116
Anh làm Sinh tồn ở ĐỒNG THÁP ĐI. CÓ TÔM CUA CÁ ĐI ANH SINH TỒN GÌ HOANG DÃ QUÁ,@NghiaThanh-p7k,0,2 tháng trước,Sadness,0.4361560642719269
"mình thấy từ lúc vỹ quay trở lại team anh lâm còn k ưa vỹ như lúc nầu nữa
kiểu anh lâm cho vỹ qua trở team nma anh lâm lại hất hủi vỹ quá",@LĩnhTrần-c3j8y,0,2 tháng trước,Disgust,0.4137360751628876
Sinh tồn như e tú thì trận sau nghĩ đi e ưi . Nhìn chán quá .ko có tí khởi sắc nào,@cuongtiger9604,0,2 tháng trước,Sadness,0.8464853763580322
"A Lâm ơi a làm sinh tồn toàn Nữ đi ạ, e xung phong xin 1 vé với ạ, e đã từng tham gia “Người cuối cùng trong hồ bơi” nè, vẫn đang rất nhiệt huyết hehe",@thoavo610,0,2 tháng trước,Sadness,0.42114344239234924
Mấy cóc ke này mà đòi st với Vũ Trụ..😂😂😂,@HoangHoang-yo9mq,0,2 tháng trước,Disgust,0.4718707203865051
Mời team thánh xàm vlog vs ad,@Phongvõ-s2i,0,2 tháng trước,Disgust,0.6276097893714905
Mấy cha nghĩ sao đi so sánh với sang vlog ngta chuyên nghiệp cỡ nào r nội tạo lửa là trùm cmnr chưa nói đến biết hơi nhìu về cây rừg ăn dc hay ko ăn dc,@HaHan-h1t,0,2 tháng trước,Disgust,0.6340339183807373
Lam liep an chung da dieu lam,@anvominh-xc8ih,0,2 tháng trước,Sadness,0.6137571930885315
"Vũ Trụ Vlogs cá nhân mình thấy anh hay, điềm đạm, giống anh Lâm của những ngày đầu . Mong anh sẽ phát triển hơn nửa ❤",@xinhlamhuong9183,0,2 tháng trước,Sadness,0.2503072917461395
Vừa vào thấy anh vũ trụ vloc ôi dời em đã nghĩ là mấy người khác sao đấu lại ❤,@myumvn4859,0,2 tháng trước,Sadness,0.2892329692840576
con người gì k có chí cần tiến vậy ta? tú nó theo a lâm lâu rồi đâu phải 1 2 ngày đâu. nhìn ngứa mắt thiệt,@trinhthang5673,0,2 tháng trước,Disgust,0.6804192662239075
Chơi mà cấm hút thuốc thì xác định đừng đi . Đã hút thuốc 2 tiếng mà ko hút thì chịu gì nỗi,@bacbaphi175,1,2 tháng trước,Disgust,0.5621309280395508
 @quithuongngan2728  quảng cáo nhiều vãi lun á,@pdang.w,0,2 tháng trước,Disgust,0.4953036308288574
Em năm vậy em thằng roi,@TrọngTrươngvăn-k8b,0,2 tháng trước,Disgust,0.4394889771938324
4 thằng sang vlog. Cũng ko thắng nổi vũtruvlog đâu,@KimChiHuỳnhThị-v1z,2,2 tháng trước,Disgust,0.7188666462898254
4 thằng sang vlog. Cũng ko thắng nổi vũtruvlog đâu,@KimChiHuỳnhThị-v1z,1,2 tháng trước,Disgust,0.7188666462898254
Th mập quá đạo lí,@RyTra-o4x,0,2 tháng trước,Disgust,0.5639799237251282
Sinh tồn ân với thương là trùm r,@KhangNguyễn-b1f,0,2 tháng trước,Sadness,0.3259998559951782
Đây phải có a Thương vô chs mới hấp dẫn hơn tại a Vũ Trụ Vlogs ổng làm sinh tồn hồi giờ rồi khó cân kèo với mấy a này,@Nguyencuong-kr2ih,0,2 tháng trước,Disgust,0.44009312987327576
anh làm video Người cuối cùng ngừng ăn gỏi cuốn ik anh,@minhđuctrần-z2q,0,2 tháng trước,Sadness,0.48309576511383057
Gặp sangVlog nó bắt hết cá cái suối 😂😂😂,@hiếunguyễnchí-d3i,0,2 tháng trước,Disgust,0.40029633045196533
"36:33 tiếng nền hơi to, mình ngồi ngoài quán chỉ nghe đc tiếng chát bùm bùm",@phamdat0812,0,2 tháng trước,Sadness,0.27365440130233765
Theo dõi video ông này từ lúc 700k người đag ký mà giờ gần gần 11tr rồi chưa bao giờ like luôn😂😂,@yeuem491,0,2 tháng trước,Sadness,0.4547902047634125
"Giới thiệu người tham gia cái là đã biết ông nào cầm tiền về rồi 
1 ông chuyên về clip sinh tồn có thể tạo lửa bằng tay không theo nhiều cách thì ko win sao dc",@TuyếtĐỗthị-w2j,0,2 tháng trước,Disgust,0.5845943689346313
.,@jake97850,0,2 tháng trước,Sadness,0.584265947341919
Tem vui mà không chơi quá nhiệt tình... làm kiểu giống dàn dựng.....nên hết mình vì cuộc chơi ko phải vì công việc... cảm thấy kiểu ko hết mình,@vophuc6793,0,2 tháng trước,Sadness,0.7224007844924927
Làm clip mà cho mọi người đốt lửa ngay những bụi cây trong rừng thì quá ngu dốt nhé👍 Nên phổ biến lại không được thì dẹp cả seri này đi,@anhphamsim592,0,2 tháng trước,Disgust,0.6851990818977356
"Trừ vũ trụ ra có khứa nào bít chút sinh tồn đâu, coi chả hấp dẫn gì, mới khởi động cái gg hết mẹ rồi",@hieuphan-ik1uy,1,2 tháng trước,Disgust,0.5129997730255127
ANH ƠI CHO TỤI EM XIN LINK SẢN PHẨM DỤNG CỤ SINH TỒN Ạ,@nnnminhthuan7136,0,2 tháng trước,Sadness,0.5777139663696289
"Các bạn trong công ty chơi không nhiệt tình, không thích thì thôi, diễn mất hay Tú Ân... nhé",@dungduong3998,0,2 tháng trước,Disgust,0.40762123465538025
Anh chuoi chien,@phongtruongthanh865,0,2 tháng trước,Sadness,0.6406643390655518
MÌNH LÀ GIANG TRONG VIDEO NHÉ CÁC BẠN. SINH TỒN ĐÚNG LÀ NGUY HIỂM VÀ KHỐC LIỆT LẮM,@tocdovlog,1,2 tháng trước,Sadness,0.40700265765190125
Vũ trụ vlogs chơi s mấy ng kia chơi lại chèn. Lụm 10 củ là đúng r,@hongloanphan7986,0,2 tháng trước,Disgust,0.6705066561698914
sinh tồn game mà mời vũ trụ trao giải trc khi choi cho xong. gặp bảng mềm ko kkk.tại giải 10tr ak chứ giải 500tr ông vũ trụ ổng đăng ký tạm trú trỏng luôn,@giaitrinhetv5607,0,2 tháng trước,Disgust,0.551375150680542
"Tụi này yếu quá, mới khổ xíu đã đầu hàng, chắc toàn con gái thành phố 😀",@nguyentatluandanny,0,2 tháng trước,Disgust,0.43965035676956177
"Anh lâm mỗi năm lại càng già thêm 1 tuổi nên là quá là nhanh chóng , cả team của anh ai ai nhìn cũng già hết trơn à 😊",@tamlo4743,0,2 tháng trước,Disgust,0.4544573426246643
seri sinh tồn cho cu tú đi làm trò hề ak . hết ng hay sao vậy,@HoanNguyen-u8c,0,2 tháng trước,Disgust,0.35614627599716187
Mấy em thấy giốnh vào rừng phá hoại cây hơn,@quanvu7761,0,2 tháng trước,Disgust,0.408733993768692
Tú vô chỉ ngủ và ngủ😂,@linhvuinhon374,0,2 tháng trước,Sadness,0.7718925476074219
.,@TừtrongmáuKutô,0,2 tháng trước,Sadness,0.584265947341919
Sinh tồn đưa mấy thằng cộng tử bột. Cục nhớt nặng hơn số kí thì làm gì ăn. T toàn tua đến vtru vlog xen,@KhangNguyen-qw2ty,0,2 tháng trước,Disgust,0.6418226361274719
ông Vũ Trụ chuyên sinh tồn mà game này ko win là dỡ à!,@minhphuoc2507,0,2 tháng trước,Disgust,0.7012028694152832
Sang vlog thì chỉ núp bụi sinh tồn 1 mình 😂😂😂,@Hotramvlog68,0,2 tháng trước,Disgust,0.3007074296474457
Mấy ông này mà chơi với vũ trụ thì phải gọi vũ trụ bằng cụ. Chấp ở trước 1 tuần cũng thắng mấy ông này,@anongnoitro6227,0,2 tháng trước,Disgust,0.3705980181694031
"chưa được 48 tiếng, có khi mình cũng được 10 củ",@ThangMap-en1iv,0,2 tháng trước,Sadness,0.4806077778339386
Vũ trụ được xem như chuyên gia sinh tồn đấu với anh ấy cũng hơi đuối á ❤,@quocduongtruong6009,0,2 tháng trước,Sadness,0.3816238045692444
"Sao tôi xem video người khác thì bình thường, riêng xem bên này 2 kênh khi quảng cáo là bị lag giật",@taivan1380,0,2 tháng trước,Sadness,0.3772222101688385
"tập này sinh tồn k được hay cho lắm, chỉ toàn vô chịu đựng",@BoLinh-su7oj,0,2 tháng trước,Sadness,0.33641499280929565
Toàn diễn viên mõm hk đc mấy fen  chơi ra trò,@QuocnghiemCao,0,2 tháng trước,Disgust,0.6144891977310181
Mấy khách mời chán vl,@phutran8113,0,2 tháng trước,Disgust,0.7053537964820862
.,@mrdevia.0330,1,2 tháng trước,Sadness,0.584265947341919
Vũ Trụ sinh tồn đĩnh r,@PhanGioi-b1c,0,2 tháng trước,Disgust,0.3485969603061676
"Ông Vũ Trụ Vlog này đúng là pro thật sự luôn! 💪 Map này vốn khó vì mưa nhiều, đường trơn trượt, ai yếu tay là bỏ cuộc ngay… vậy mà ổng vẫn sinh tồn một cách chill ơi là chill.
Ngay phần mở đầu video thôi là đã thấy “full” kỹ năng sinh tồn rồi – từ dựng lều, nhóm lửa tới kiếm đồ ăn đều gọn gàng, nhanh chóng.
Xem xong thấy nể quá nên mình đã sub ngay cho Vũ Trụ Vlog. Không biết ở đây có ai cũng fan của ổng giống mình không? 🙌🔥",@ĐAMMÊTIPCLUP,0,2 tháng trước,Sadness,0.25527942180633545
10p 5 quảng cáo. biết là quảng cáo để có doanh thu nhưng mà cũng vừa thôi chứ xem ức chế ko chịu đc !,,0,2 tháng trước,Sadness,0.3955114185810089
uot trình hẳn mà mời thì không công bằng cho người khác r,@dnnhannn,0,2 tháng trước,Disgust,0.6910425424575806
Tui mời chơi ai ngờ mời ngây trùm sinh tồn chuyển sinh,@HangKhach-v8y8d,0,2 tháng trước,Disgust,0.3154735267162323
Sinh tồn trọng rừng tưởng dê.hỏi khỏ làm 😂,@BeoSiu-h4o8l,0,2 tháng trước,Disgust,0.6661539077758789
ông vũ trụ sinh tồn mà chill vãi nhìn kiểu này tui cx muốn đi sinh tồn,@vunguyen-wf2vu,2,2 tháng trước,Disgust,0.5708425045013428
Vũ trụ out trình quá😂,@nhatpham8778,0,2 tháng trước,Sadness,0.4081612229347229
Quảng cáo chen ngang nhiều quá. Đang cuốn vài phút lại bị chen ngang,@nguyenquangvps4767,0,2 tháng trước,Disgust,0.33934545516967773
Tú chơi chán quá,@THÔNGLỆ-VIÊN,0,2 tháng trước,Sadness,0.7941750288009644
Tập này người chơi yếu quá tạch sớm,@thichbaychuotdong123,0,2 tháng trước,Disgust,0.5739868879318237
Cái thằng kêu sinh tồn 20 ngày sao mà nó xộn lào dữ vậy lâm,@thuanpham8840,0,2 tháng trước,Disgust,0.6721612811088562
" @namvlogs8018 ai cũng biết điều đấy. Nhưng cái t muốn nói là cái thái độ và sự thiếu chuyên nghiệp khi tham gia video m hiểu kh? Cùng là người nhà nhưng Ân và Thương luôn tham gia hết mình, còn đây là lười, là ỷ nại, là ăn sẵn. Từ lúc nó vào đến bây giờ tính xem phải đến 100 cái clip có dựng lều sinh tồn chưa mà nó kh dựng được?",@HồngĐứcPhạm-y7n,0,2 tháng trước,Sadness,0.3263579308986664
" @HồngĐứcPhạm-y7n  mỗi người có mỗi thế mạnh khác nhau, xem mấy clip ăn uống nó lụm đc bao nhiêu 10tr rồi?",@namvlogs8018,0,2 tháng trước,Sadness,0.7100237607955933
Sao a mua cả 2năm rồi có thấy cuộc gọi nào đâu,@lapho-pv9xe,0,2 tháng trước,Sadness,0.5236342549324036
Mấy ông nho kỹ năng sinh tồn không có tạo lửa không được,@trungdungthegialevandung1215,0,2 tháng trước,Disgust,0.6513237953186035
"Ô vũ trụ try hard quá,kênh Sinh tồn phải khác bọt chứ lị",@khamnguyenduc,0,2 tháng trước,Disgust,0.6330952644348145
"Nhỏ tới giờ xem 4 kênh YTB:Lâm Vlog;Tony TV;ABP TV;Trang and Vinh,ấn tượng và xem từ lúc 4-5 tuổi là team Lâm Vlog và Tony TV,ABP TV",@huyenmy4528,1,2 tháng trước,Sadness,0.41749587655067444
mời đúng thằng hay làm clip sinh tồn trên yt thì chả thắng mới lạ.nhìn đoạn đầu bít trk kết quả r,@anhhung0290,0,2 tháng trước,Disgust,0.7244065999984741
"Anh Vũ Trụ Uy Tín quá. Trái măn cụt rừng, ở quê e hay kêu trái bứa",@TuanAnh-cq1711,0,2 tháng trước (đã chỉnh sửa),Sadness,0.4509813189506531
Chỗ e,@KhuongNguyenThi-ly9gl,0,2 tháng trước,Sadness,0.41289371252059937
"Nước suối toàn vắt đỉa giun mà ông uống ko đun luôn, xong chương trình lại nhập viện",@TkPreminum,0,2 tháng trước,Sadness,0.7329636812210083
Fan của lâm 1 nữa kéo qua vủ trụ😊,@lekhanhlinh2089,0,2 tháng trước,Disgust,0.33214670419692993
